user_id,prod_id,rating,label,date,review,Year,venue
209227,3647,good,1,9/5/13,"food is great from the pizza's to the sandwiches to everything on the menu.... great hospitality...... very affordable, portion compliments price. keep up the good work",2013,Black Oven Wood Fired Pizza
94780,2840,good,1,6/27/13,"Guate Pan's Tres Leches cake is TO DIE FOR. It does not get any more scrumptious than this, people. It's the perfect blend of frosting, fruit, cake and of course, the tres leches! Served in a 9 x 13 foil pan (unsure if they have other sizes, but I wouldn't pass up on the big one!) this heavy, delectable cake will be sure to please the crowds.",2013,Guatepan Bakery
44663,2590,good,-1,2/25/11,"My husband and I love this restaurant. The food is very tasty, delish. Our favorite dishes include Massaman Curry, Grilled beef, Flat Rice Noodle w. Black Soy Sauce and offcourse Chicken Pad Thai. I don't understand why so many bad reviews, if you know a better place than this, please let me know, but as far as Thai food, it was not able to find a better place than Thai Essence. Thanks! P.S: my husband is on his way to Thai Essence to pick up, tonight we are going for Green Curry (first time) and Saute Chicken Hot Pepper. Yum!",2011,Thai Essence
228458,4051,good,-1,8/13/14,general tso's chicken is Perfect! I like this place!,2014,New Golden Island Chinese
53889,561,good,1,8/6/14,"Outstanding Texalina (Texas & Carolinas fusion) barbecue! I would argue even better than than Fettesau, although that's no chump bbq either. The burnt ends and sausage are my faves. But the chicken wings are excellent as well. You just need to get your own blue cheese dip for them. The slaws, both vinegar and mayo varieties, are winners and the locked peppers, onions, cucumbers all go well together. Best of all, this doesn't make you feel overly stuffed or sluggish afterwards.",2014,Mighty Quinn’s
46224,474,bad,-1,12/6/14,"Worst delivery experience I've ever had. Order arrived cold, with no receipt and took over 2 hours to get to my house- I live 1/2 mile away. I called 4 times to get an update and was told each time that the driver had just left. When I called to complain it was cold, they were rude and had a ""whatever"" attitude.  Better off eating an m&m in the couch cushion.",2014,New Haven Pizza
72719,4339,bad,1,9/6/14,"I would have gave this establishment no stars, but that wasn't an option. The food and service was mediocre in comparison to the price point. On the day I dined at this establishment, it was Sunday brunch.  From the moment I was seated there were signs that this was not a great choice in dinning. There were two customers seated next to my table that had threaten to walk out because they waited over 45 minutes for their order.There was a shortage of bread that day. When asked why; the explanation was that they only order  flower from Tennessee?  I ordered the crab cake benedict, It had no flavor and was small portioned.   The overall experience there was nothing to want to come back too.",2014,BLVD Bistro
90226,1180,bad,-1,5/14/12,"I went to the Cranbury  Inn on 13 May 2012 for Mothers Day brunch we took our mother, grandmother and grandchildren. We made reservation the week before mothers day. I asked would they have an omelet station and was told yes , I felt this would be grate because my mother and grandmother could only eat egg white somelet. When we got to our table we were told sorry we have to many  people we are not making omelets today. So our mother said we  would eat something else. We all end up getting the scramble eggs from the buffet table and they were cold . I told management about it and his response was that when they put them out  they get cold. This was a very poor comment for management to make. Every time we asked to bring us coffee was also cold, then we got the check, we paid the check and the waitres asked how was everything my reply was service was good everything else was dreadful.So we paid and left the inn and were talking and taking pictures with the mothers outside,.then the owner  came outside and said to me we put you in and you should be glag we served you today.  At this point my response was, sir we did not ask for anything from you or your restaurant but a proper meal with quality of over quantity .We feel the owner and management working that day were very rude and obnoxious and unproffesional.  The good folks of Cranbury NJ should not let this restaurant operate with this type of management. I do not recommended you eating or hosting anything kind of event until the owner and their management is remover.",2012,The Cranbury Inn
23043,4654,good,1,11/13/14,Good atmosphere and a very nice happy hour (the bartender makes excellent drinks). Get the $1 oysters and $6 cava! The crudos on the menu were also fabulous as well as the mushroom salad.,2014,Contrada Restaurant
202423,3424,bad,1,11/7/13,"I have never written a bad review about a restaurant, but I felt compelled to write this so that no one else makes the same mistake that I did!! I have eaten at CM's on at least 5 prior occasions and have been pleased with the food quality and service. Believing that it would be the same this time, I decided to bring my family there for restaurant week and order off of that menu. This was a last minute reservation I called in approx 3 hours before arriving, and appreciated that they were willing to accommodate the request. I ordered fried calamari, which was a ""serving for two."" Restaurant week menus include appetizer, dinner, and dessert. Because this was supposedly to serve 2, my father did not order an appetizer since we were going to share. To my dismay when the calamari arrived there was possibly 2 large spoonfulls worth, if that. I had about 5 pieces, my dad maybe 6, and that was our ""serving for two."" A little disappointed, I hoped that dinner would be a marked improvement.... wow was I wrong. Also note that complimentary salads were not provided, as they almost always are at any restaurant prior to entree. Dinner: My choice was a sea scallop dish that was served over pasta. I received 3 scallops, and about 3 forkfulls worth of pasta. I would guess that the total amount of pasta I had was about 1/4 to 1/3 of a cup, if that. It barely covered the bottom of my plate (my father also ordered the same meal). I asked the waitress to bring out some cheese and it took at least 10 minutes from when I made the request to the time she appeared at the table. By this time, my pasta was lukewarm. My mom ordered a chicken dish which was marginally more generous than the pasta, but all three of us were incredibly disappointed with the unacceptably small portions. I can understand if you don't want to include more than 3 scallops. But honestly, providing the diner with at least a cup of pasta literally costs a restaurant pennies, if that. We were all quite hungry, and the dessert was equally disappointing. The dining room was full when we were there, which I believe really affected the level of service we received. While our waitress had a great personality and seemed quite pleasant, I really hoped that she would take the time to ask for our feedback regarding our dining experience. This never happened, which is part of the reason why I'm writing this review. Our check came to about $130 for 3 of us, and we all genuinely felt that it was outrageously high given the ridiculously small portion sizes. If you subtract amount spent on drinks, total cost for 3 dinners ended up being around $105 before tax. I don't want to dissuade diners from going to CM's if you're looking to have some bar food and a few drinks. For that, it's great. However, this was a night out that both me and my family really looked forward to, and it was a considerable let down given the lack of attentive service and reasonable portion sizes. I dine out at least once-twice per week, and gladly pay (and tip) for great food and service. However, For $32 each person, there's absolutely no reason why they can't ensure that diners receive a quality experience with reasonable, dinner-sized portions to encourage repeat visits. Isn't that the point of restaurant week?",2013,Christopher Martins Restaurant
94602,1267,good,1,11/30/14,We went to the first ever wahoo's a few months ago in sunny California. Minus the brilliant weather this place is just as amazing. Great healthy food,2014,Wahoo’s Fish Taco
215462,639,good,1,10/23/14,My new favorite place. So happy there is finally a pizzeria with restaurant quality food. The portions are great and the prices are reasonable. The chicken Zi Zia is delicious and the shrimp aribiatta was really good also. I've ordered from here weekly and have been happy with everything. Their pizza and salads are also good. I would give 6 stars if I could!! ;),2014,Zi Zia Pizzeria
107711,1455,bad,1,8/8/12,"Ordered their Teriyaki chicken lunch special, so new it's only on the on-line menu. The best thing about it was the white rice. The chicken looked and tasted like it was reheated in a microwave. The only part that wasn't dry and rubbery was the edges which were extra dry like when you over microwave something. The teriyaki was really soy sauce with sesame seeds. I did a better job on my 1st attempt at teriyaki chicken. The soup was inedible and the carrots and broccoli were under cooked. Do yourself a favor get something from the 7-eleven grill across the street instead.",2012,Shogun Wok Edison
261894,3581,good,1,8/17/14,"Great food, awesome menu selection , the service was absolutely great . I had the steak meal and platanos as well as the appetizer sampler .. all of it was cooked fantastically and addicting!! The cafe con leche is also a must have!",2014,Buen Provecho
31431,1254,good,1,4/8/14,"Love this place.  So small yet so great.  I'd been several times before, but went yesterday for the first time in months.  I was crossing my fingers that they still had the wrap I'd consumed and loved on other visits- The Cove Witch.  Sure enough, they did!  It's a vegetarian wrap full of roasted veggies, hummus, goat cheese, and arugula, all in a spinach wrap.  You get to choose two small sides to go with sandwiches, I had the herb pasta salad and the coleslaw.  Both delicious, and I feel that the serving size is perfect for those, because you do get two.  My friend yesterday had Funky Chicken Salad, and she said it was excellent.  For two sandwiches with two sides each, and two drinks, we were at $23.  I didn't think this was too high of a price, and I left stuffed.  They have a glass case full of cookies and brownies, which looked amazing but was trying to be ""good""... I actually love the size of the place, I think it has a warm and fuzzy homemade feel about it, and in the summer there are tables set up outside, so there's a little more space.  The ONLY thing I could suggest, is more vegetarian options.  I know vegetarian sandwiches can be a little tricky to conjure up, but as of right now there are only two vegetarian sandwich options on the menu.",2014,The Cove Deli
165820,2649,bad,1,10/23/14,"The fact that this place has a 4.5 on Yelp absolutely shocks me!  The experience my friends and I had tonight at Confessional was so dismal I don't even know where to begin.  So let's start with the service.  Our waiter, though all smiles was completely inept.  My friend asked if the dish we were ordering was breaded (she's allergic to gluten), waiter said no, dish shows up breaded.  He had no idea what we were talking about.  Next, 3 of 4 drinks showed up.  Next, we asked him to evenly split the bill between 2 cards, he apparently didn't understand this concept and vastly over charged one card.  Let's go to the food.  SAD.  Nothing was great expect the mashed yuca covered in cheese.  Well hell, you can cover just about anything in cheese and it will at least taste decent.  The food was so mediocre I almost cried.  And the worst part of the whole thing, the manager came over to try and help the terrible service/food.  All she did was talk talk talk about the bad service, didn't comp anything except for the gluten item.  If I were her, I would have comped a major part of that meal.  Bad call on her part and really poor training of staff.  The whole place is a shit show.  And the icing on the cake, the gluten item she was supposed to take off the check, oh she forgot to do that and we had to call it out.  Seriously, there is absolutely no reason to come here.  I will not return, which is sad as I live in the neighborhood.",2014,Confessional
56503,611,bad,1,4/1/07,"Terrible. Yep, that's about it. Though it attracts many South Indians due to its unbelieveably low prices, expect the food to be of even worse quality. I gave this place a shot because it seemed to be relatively popular with South Indians and I was hankerin' for a dosa after a friend of mine made one for me.  First off, the food sucks. This place takes bad South Indian food to a new level. I thought I had tasted some really bad stuff before, but this toads the wet sprocket. Cold, unappetizing, and surprisingly bland. The restaurant doesn't look very nice, even for a hole-in-the-wall place. Its pretty dirty. The place is more like a cafeteria than a restaurant. I think Dosa Express was used as a set for THX 1138. White, plastic deck chairs and white office tables make up the ambience, along with white walls, floors, and ceilings with (woudn't you know it) flourescent lights. Surprisingly, this place is loved by South Indians. However, I can't figure out if its because of what they see as appealing prices, or because they think its good food. Unfortunately, you can't pay me to eat here again. Another fine review by S.G. Whoop, whoop, whoop!!!!!",2007,Dosa Express
260368,3534,good,1,12/16/14,We've just done a sixty day four continent tour. Best coffee in New York by far and second only to a place in Oslo so far. Great little place. Friendly barista who took the time to chat to us about activities for the day. Huge recommend from an Aussie coffee snob.,2014,The Jolly Goat Coffee Bar
249521,4671,bad,1,3/27/13,"This place was a nightmare!  The staff hasn't a clue. They were rude! Contradicted each other on the available food. Can't keep track of who came in first when they have too many people waiting in a stuffy little barroom for a table. Tried to sit a party that came in after us, first. We order 1/2 chicken, 1/2 ribs order. With a spit full of chicken & ribs, they told us there was a 45 minute because what we were looking at was for other orders. When I asked the woman what that mean (from the waiter) she tells me that it's one big take-out order on the spit and we have to wait 45 minutes if we want chick/ribs. So we ordered shrimp/garlic which, btw, was terrible. Ate bread/butter and soda/water. (we were 2 & child). All we wanted was 1/2 ribs, 1/2 chicken order. They removed all the meats off the spit and into the kitchen and proceed to fill the spit again. While we eat shrimp the table of 2 attached to us get chicken/ribs.  Table next to us gets chicken/ribs. I call the woman over again, she tells me they ordered before you. How would she know? She was at the front of the restaurant when we sat down. The best insult though was when the next table got food. Remember the party I mentioned earlier that almost sat down before us, but arrived after us. Well, they got seated after us and right behind me (I knew because i had to move my chair in for them). They got 2 platters waaayy after we got our shrimp.......yes, CHICKEN/RIBS. At that point I got up and went over to the woman and told her what we witnessed and how poorly we were treated. I asked for the check and made sure she knew I would never step foot in that place again.  Whatever she said, it was with indifference to our displeasure. Not once was there an apology. She returned to the table, place the check down and said, I paid your bill. WHAT???   Never has any restaurant, no matter the size, ever been so rude or crude. I said, I'm sure you didn't pay our $11 tab.....it's your screw up....you're write-off. So if you still go to this place, don't feel alone when this happens to you. NO amount of food is that good.........and this food isn't that good in the first place!",2013,McWhorter Barbecue
201960,5017,bad,1,11/2/14,"I placed my order and was told my food would arrive in 30 minutes.  After an hour and 20 minutes I called and was told the food would be there in 5 minutes.  The man I spoke to hung up on me before I could ask to cancel the order.  The food finally did arrive 15 minutes later and was cold. I called to ask for a refund.  I spoke to one man who told me he would credit me the entire amount.  Then suddenly i was speaking to another person who told me they were crediting me 15%.  In the end I paid $28 for soggy samosas and cold chicken.   Errors happen, but they won't earn any more of my business if this is the way they view customer service.",2014,Benares
70268,844,bad,1,1/3/15,"If only there was a no star option. I reallllllyyyy wanted to like this place. So much so that I've given in several tries in the hopes that they will get it together. They haven't. They have, quite frankly, gotten so much worse. If a microwaved grilled cheese is what you're looking for, or maybe some freezer burned chicken wings with a side of food poisoning, then maybe this place is for you. I however, prefer my food to not make me violently ill, and to at least be somewhat enjoyable. Still, maybe it's good as just a bar? It's hard to screw up a bottled beer right? WRONG. So wrong. This place is overpriced, the beer is skunky, pours are weak, and the owner is the rudest south Philly personality I have ever encountered. And I live here! I'll walk the extra few blocks to anywhere but this freezer burned turd.",2015,Moonshine Philly
212015,3733,bad,-1,7/7/13,"Dear owner The decor great chic I can say much about the food as i only tryed the octupus and the meatballs which both dishes where good Now the reason i gave you 1 star  you might want to think about the service which is so so so slow ,one of the issue is that your staff finishing their shift blend at the bar with costumers and your bartender 's pay attention to them and not to the actually costumer whom pays their bill I went already several times, the bar service.... man this guys don't know what to do at all,i understand is not Manhattan standard but at the end the floor staff works for tips and if you want to make money pay attention to what you do Look forward for a better experience",2013,MP Taverna
222608,3351,good,1,7/20/14,"Just ate here recently after not having been here in years - cant remember why I hadn't eaten at Cafe Bello in so long. The food was delicious. I had the orrechiette with broccoli and sausage and it was delicious. Had salad and carrot cake as well, overall a very tasty meal!",2014,Café Bello
15108,1734,bad,1,5/31/14,"First visit here today - the food was awful. I can't remember the last time I had a bad meal worth writing about. How can you screw up sweet and sour chicken?  The chicken was overcooked, hard, and dry.  The boneless spareribs were fatty and could've used some more cooking.  We left so much on the table since we knew we would not eat it as leftovers.  This was the second visit for my husband, who enjoyed the food the first time, and so we were there at his recommendation.  He agrees on this assessment and wouldn't go back.  Big disappointment.",2014,Great Wall of China
178653,2918,bad,-1,10/16/13,"My experience at Flat Top is what has egged me on to finally create a Yelp profile. Unfortunately I can only comment on the service, which was incredibly disappointing. My companion and I left without ordering. I was there earlier today evening with a friend. The restaurant was probably a third full when we came in. We were waiting for over 10 minutes for someone to come over and serve us water, let alone take our order. Two tables that were seated AFTER us were promptly served with water, and had attentive servers. Despite the restaurant being more than half empty, there was absolutely no move on part of the servers to look to us. What the hell? I mentioned this on the way out to the lady manning the front of the house, and she looked like she didn't give a shit. Ah well, I'd rather take my money elsewhere.",2013,Flat Top
156890,2417,good,1,9/11/14,"I'm happy to report The Bounty is as brilliant as ever. They now do a great brunch, bloody Mary's and a stellar oyster happy hour. Buck a shuck til 7pm, it doesn't get much better. The garden is charming, wine list perfect, food delicious. I'm so glad they came to Greenpoint!",2014,The Bounty
242789,4448,bad,1,2/19/11,"My wife and I had high hopes for this restaurant. We are fans of Daniel and Jean Georges, and even a beautiful little restaurant in Boulder (CO) called L'Atelier, so our assumption was that Bouley would at least be in the same league. Wrong. This restaurant is for fans of disinterested service, unimaginative cuisine, and dungeon-style environs (we were in the ""private"" dining room). Advice to lunch goers: stay far, far away from the Boston Bibb - it's literally a few pieces of lettuce stacked on top of arugula and mushrooms (we make better salads at home) - an unsightly and disappointing effort from the kitchen of Chef Bouley. This dish would NOT pass in any self-respecting restaurant in Provence. The carpaccio was a very simple crudo; these guys could really learn from the wintergreen tuna that Jean Georges used to offer. We ordered some chilled chatham oysters a la carte: flavors were acceptable, although I really would have preferred a simple goat cheese or mascarpone instead of their ""lemon cloud"", which I felt overwhelmed the other flavors in the dish, particularly the oysters themselves. Boo on that. This is what the porcini flan tasted like: crack one egg into a bowl, add some water, toss in lump crab meat, put in the microwave on HIGH for 45 seconds, and BAM you have their porcini flan. The salmon was fine but really could have used a nice sear. Duck was fine ... if you've never had nice duck before. Coming from someone who enjoys the intense flavors of Beijing Roast Duck (in Beijing, not Chinatown), this creamy bland version of duck really paled in comparison. It's one thing if the flavors were to exhibit a high level of sophistication, but sorry, merely adding some foam doesn't quite count. Venison was reminded me of a strange take on a popular chinese dish called ""mutton with soaked bread"" except not nearly as good. I am not convinced gnocchi ought to go with anything that is not tomato-based unless there is a toast or sear or something that provides some sort of mediation. Coconut soup was basically whole-milk yogurt with shaved ice. You could tell the milk they used for the yogurt came from healthy cows, although at this type of restaurant that's expected. Dessert was excellent, particularly the chocolate, although the pear was no slouch. In summary, restaurants like Daniel and Jean Georges have this joint thoroughly dominated in every respect - except for maybe the furniture, and perhaps the dessert course. Warning to first-time customers: when you reserve, be sure to indicate you want to sit in the ""main dining room only"". Otherwise there is a good chance you will be whisked to the basement (read: dungeon) where there is no natural light, and despite the neo-French decor, lacks a feeling of warmth.",2011,Bouley
260608,4906,bad,1,7/20/14,Really disappointed in this place. I've been there about five times in the past year and have not been impressed for the most part. Last night I ordered the margarita pizza and the crust literally had no flavor and is the consistency of a piece of cardboard. It's hard to even bite into it and not in a good way. Also the sauce is way too salty. Normally I like salty food but that's all you taste. It's just not a well executed pizza. I had the hangover pizza once before also. Not as salty but same crust issue. Bad. Last night I also had the baby Jesus cake. Let me add this is the only reason I went here at 10pm on a Saturday night. This time when I got it I'm certain it had been in the freezer too long because if had that freezer burnt after taste to it. What a shame. I think this restaurant gets such good reviews because people in Sunnyside have no good restaurants to chose from and the place fiends that it's a place to get really good high quality food and people somehow seem to buy into that. Also it's kind if hipstery so people think it's cool and good but it's just not.,2014,Venturo Osteria & Wine Bar
255876,4781,bad,1,6/30/14,I don't know how this restaurant got 4 star rating. The food sucks. I ordered Buffalo chicken for my son. The chicken is dried. My son didn't even want to finish one piece. A bag of microwaved Tyson Buffalo chicken from supermarket taste better. My dish of bbg chicken breast over house salad is also poor. Some guests recommended the customer service. The waitress seem fine but she put more item on my bill (she charged a cup of coffee which is supposed to be included in the meal.) I do not recommend this restaurant.,2014,The Glenwood Diner
94091,11,good,-1,9/29/14,"I love me some Terry's. I work nearby, so I come here every week. My fave items are their breakfast, sandwiches, and burgers. Food is good and reasonably priced. Great local spot in the neighborhood. Many regulars there, which is a good sign. Staff is always friendly. I definitely recommend them!",2014,Terry’s Place
81973,1019,bad,-1,12/12/13,"Lets see, I was a regular customer at one point, the food wasn't bad but I had stop because I found out from some one who knows the owner that the food was far from fresh, so to me it's like a box of chocolate, and if I don't know what I'm going to get then I don't want it",2013,Caribbean Grill
92286,1218,bad,1,7/21/14,"This place USED to be awesome - then they changed management & ownership, and have really gone downhill. We have ordered catering for our business numerous times, and everyone at the office complained that the sandwiches weren't that great. So then I went a few more times individually and ordered a few diff things - the chicken cheesesteak is so gross I ended up throwing it all in the garbage! The next time I ordered an Italian sub, and how can you really mess up an Italian sub? Well, they managed to and it had literally NO flavor! I think they changed their orders for meats or something because they taste like garbage! I finally stopped going there as I was wasting almost $9-10 on a SUB, which is outrageously overpriced. Such a shame as they used to be phenomenal...",2014,Colonna’s Deli & Catering
157503,2436,good,1,11/18/14,"Saw this new place last week, came back tonight with friends to eat.  Unanimous thumbs up from all four of us, the food is fantastic. Simple menu, good prices and good value. I had the Lamb meatballs with an awesome mushroom sauce, perfectly cooked side of roast veggies and a nice glass of red - just the thing on a cold, cold night!. Great, friendly service, rustic Italian decor, full bar with homemade Sangria - I'll be back!",2014,Me ‘N’ Mo
247555,1429,good,1,10/26/12,"This place is great! My husband and I became regular's and LOVE IT! My only disappointing factor is the rotation of waitresses because just as you get to know some of them or enjoy their presence, they are gone! However, the margaritas are FANTASTIC and the steak taco's or quesdilla's OUT OF THIS WORLD! Love this place and suggest it to people all the time! Have a restaurant.com coupon, too? EVEN BETTER! Pass the word along! This place is AWESOME!",2012,Hola Cantina
